item_name,base_price,freshness,days_old,stock,demand_score,market_noise,time_of_day,season,is_weekend,dynamic_price,price_change,scenario,created_at
mango,150,100.0,0,28,1.8,1.19,afternoon,monsoon,False,217.5,67.5,temporary_market_spike,2026-05-10T23:22:38.356318
apple,120,85.0,3,91,1.51,1.08,afternoon,winter,False,134.17,14.17,normal_market,2026-05-11T01:22:38.356333
carrot,35,90.0,1,30,1.61,1.11,evening,winter,False,50.75,15.75,normal_market,2026-05-09T15:22:38.356347
banana,40,52.0,4,24,1.01,0.98,evening,monsoon,False,36.69,-3.31,normal_market,2026-05-12T01:22:38.356364
onion,25,88.0,3,112,1.18,0.99,morning,monsoon,True,25.07,0.07,weekend_peak_demand,2026-05-12T11:22:38.356379
banana,40,40.0,5,112,0.78,1.12,evening,winter,False,28.9,-11.1,normal_market,2026-05-13T01:22:38.356392
cabbage,28,76.0,3,51,1.6,1.07,afternoon,winter,True,40.6,12.6,normal_market,2026-05-11T15:22:38.356405
cabbage,28,60.0,5,100,1.35,1.0,morning,monsoon,True,24.51,-3.49,weekend_peak_demand,2026-05-13T06:22:38.356420
cabbage,28,84.0,2,97,1.08,1.14,evening,summer,False,31.49,3.49,normal_market,2026-05-10T16:22:38.356434
onion,25,92.0,2,56,1.87,0.92,evening,monsoon,True,35.83,10.83,normal_market,2026-05-09T16:22:38.356448
mango,150,40.0,4,53,1.04,0.81,morning,winter,False,100.7,-49.3,normal_market,2026-05-09T14:22:38.356468
mango,150,25.0,5,54,0.55,0.74,evening,winter,False,69.99,-80.01,normal_market,2026-05-12T13:22:38.356492
apple,120,100.0,0,19,1.84,0.91,afternoon,winter,True,174.0,54.0,scarcity_price_surge,2026-05-13T03:22:38.356510
cabbage,28,76.0,3,91,1.37,0.96,evening,winter,True,32.21,4.21,normal_market,2026-05-11T17:22:38.356528
banana,40,40.0,5,85,1.11,1.11,evening,winter,True,31.68,-8.32,normal_market,2026-05-10T00:22:38.356547
cabbage,28,84.0,2,71,1.73,0.94,morning,winter,False,40.6,12.6,normal_market,2026-05-09T18:22:38.356565
tomato,30,28.0,4,72,0.52,1.04,afternoon,winter,False,18.59,-11.41,waste_prevention_discount,2026-05-10T16:22:38.356585
carrot,35,100.0,0,79,2.5,0.85,morning,winter,False,50.75,15.75,normal_market,2026-05-09T09:22:38.356622
carrot,35,70.0,3,63,1.14,1.01,evening,summer,False,39.38,4.38,normal_market,2026-05-12T18:22:38.356652
apple,120,100.0,0,86,1.69,1.1,evening,monsoon,False,169.32,49.32,normal_market,2026-05-09T19:22:38.356677
apple,120,70.0,6,12,1.6,0.94,evening,summer,False,163.66,43.66,normal_market,2026-05-11T09:22:38.356699
onion,25,84.0,4,38,1.58,0.93,morning,winter,False,31.18,6.18,normal_market,2026-05-11T21:22:38.356713
onion,25,96.0,1,43,1.85,0.89,evening,winter,False,35.34,10.34,normal_market,2026-05-11T13:22:38.356729
carrot,35,60.0,4,99,1.5,1.05,afternoon,winter,False,37.62,2.62,normal_market,2026-05-10T13:22:38.356769
apple,120,85.0,3,37,1.33,1.08,afternoon,winter,False,155.96,35.96,normal_market,2026-05-09T07:22:38.356796
carrot,35,90.0,1,12,1.55,1.12,evening,monsoon,True,50.75,15.75,normal_market,2026-05-12T20:22:38.356922
onion,25,88.0,3,81,1.44,1.01,evening,winter,False,28.25,3.25,normal_market,2026-05-10T10:22:38.356952
banana,40,40.0,5,29,1.07,1.03,morning,summer,False,34.45,-5.55,normal_market,2026-05-12T22:22:38.356983
onion,25,88.0,3,51,1.18,1.09,morning,winter,False,33.66,8.66,normal_market,2026-05-10T20:22:38.357000
cabbage,28,92.0,1,58,1.56,1.11,afternoon,winter,False,40.6,12.6,normal_market,2026-05-12T12:22:38.357030
tomato,30,82.0,1,113,1.45,1.04,evening,monsoon,True,39.74,9.74,normal_market,2026-05-09T13:22:38.357072
apple,120,85.0,3,9,1.79,1.02,evening,summer,False,174.0,54.0,scarcity_price_surge,2026-05-11T13:22:38.357115
tomato,30,46.0,3,100,1.76,1.08,morning,monsoon,True,33.23,3.23,weekend_peak_demand,2026-05-12T16:22:38.357147
apple,120,80.0,4,69,1.15,1.05,morning,winter,True,146.55,26.55,weekend_peak_demand,2026-05-10T21:22:38.357180
apple,120,80.0,4,99,1.55,1.09,afternoon,winter,False,132.45,12.45,normal_market,2026-05-09T07:22:38.357206
banana,40,40.0,5,76,1.17,1.03,morning,summer,False,35.46,-4.54,normal_market,2026-05-09T22:22:38.357263
potato,20,94.0,2,36,1.6,1.03,afternoon,summer,False,28.15,8.15,normal_market,2026-05-09T15:22:38.357284
potato,20,91.0,3,30,1.38,0.96,evening,winter,False,26.26,6.26,normal_market,2026-05-10T14:22:38.357308
mango,150,85.0,1,117,2.38,1.06,afternoon,summer,True,217.5,67.5,normal_market,2026-05-10T14:22:38.357355
cabbage,28,92.0,1,78,1.55,1.02,afternoon,summer,False,38.06,10.06,normal_market,2026-05-11T06:22:38.357382
banana,40,76.0,2,85,1.73,0.86,morning,summer,False,37.26,-2.74,normal_market,2026-05-11T19:22:38.357401
apple,120,90.0,2,61,1.76,1.05,afternoon,monsoon,True,174.0,54.0,normal_market,2026-05-11T22:22:38.357420
mango,150,85.0,1,71,1.08,0.95,morning,winter,False,167.77,17.77,normal_market,2026-05-11T19:22:38.357438
carrot,35,100.0,0,88,1.62,1.11,evening,monsoon,False,48.97,13.97,normal_market,2026-05-12T21:22:38.357587
onion,25,76.0,6,86,1.65,1.1,evening,summer,True,30.03,5.03,normal_market,2026-05-12T16:22:38.357678
carrot,35,90.0,1,88,2.05,1.11,evening,winter,True,50.75,15.75,normal_market,2026-05-11T05:22:38.357708
tomato,30,82.0,1,27,1.8,0.78,morning,summer,True,32.72,2.72,weekend_peak_demand,2026-05-12T17:22:38.357731
carrot,35,80.0,2,86,1.5,0.92,evening,winter,False,41.02,6.02,normal_market,2026-05-11T06:22:38.357785
apple,120,95.0,1,76,2.05,1.09,evening,summer,True,174.0,54.0,normal_market,2026-05-12T19:22:38.357806
apple,120,80.0,4,6,1.41,1.02,morning,winter,False,174.0,54.0,normal_market,2026-05-10T23:22:38.357826
mango,150,100.0,0,45,2.47,1.24,morning,summer,True,217.5,67.5,weekend_peak_demand,2026-05-11T09:22:38.357845
tomato,30,82.0,1,6,1.94,0.79,morning,monsoon,False,43.5,13.5,scarcity_price_surge,2026-05-09T19:22:38.357869
carrot,35,80.0,2,98,1.64,1.03,evening,monsoon,True,40.34,5.34,normal_market,2026-05-10T05:22:38.357889
onion,25,76.0,6,49,1.11,1.0,morning,summer,False,27.98,2.98,normal_market,2026-05-12T13:22:38.357910
cabbage,28,76.0,3,68,1.47,1.12,evening,summer,True,39.88,11.88,normal_market,2026-05-11T21:22:38.357930
potato,20,85.0,5,89,1.17,0.95,morning,summer,True,18.83,-1.17,weekend_peak_demand,2026-05-10T22:22:38.357951
potato,20,85.0,5,89,1.25,0.92,afternoon,summer,True,17.76,-2.24,normal_market,2026-05-12T05:22:38.357971
apple,120,90.0,2,93,1.39,0.98,morning,summer,True,127.8,7.8,weekend_peak_demand,2026-05-11T21:22:38.357991
tomato,30,10.0,5,24,0.67,0.92,morning,monsoon,False,17.56,-12.44,clearance_low_freshness,2026-05-09T13:22:38.358013
potato,20,88.0,4,81,1.85,0.96,evening,summer,False,23.81,3.81,normal_market,2026-05-11T12:22:38.358033
apple,120,75.0,5,59,1.06,1.01,afternoon,winter,False,126.47,6.47,normal_market,2026-05-09T13:22:38.358054
mango,150,70.0,2,81,1.65,1.04,afternoon,winter,False,151.34,1.34,normal_market,2026-05-10T00:22:38.358074
onion,25,96.0,1,16,1.52,0.88,evening,monsoon,False,36.25,11.25,normal_market,2026-05-12T11:22:38.358094
mango,150,25.0,5,51,0.65,1.25,afternoon,monsoon,False,113.27,-36.73,temporary_market_spike,2026-05-09T19:22:38.358115
banana,40,100.0,0,63,1.35,0.86,evening,winter,True,49.26,9.26,normal_market,2026-05-12T19:22:38.358137
banana,40,64.0,3,88,1.15,0.87,evening,summer,True,30.53,-9.47,normal_market,2026-05-11T07:22:38.358158
apple,120,95.0,1,99,1.19,1.05,morning,winter,False,133.59,13.59,normal_market,2026-05-09T08:22:38.358178
apple,120,70.0,6,52,1.04,0.94,afternoon,monsoon,False,113.01,-6.99,normal_market,2026-05-11T06:22:38.358198
onion,25,80.0,5,34,1.57,0.89,morning,winter,True,29.0,4.0,weekend_peak_demand,2026-05-09T06:22:38.358218
apple,120,100.0,0,34,2.11,0.93,evening,winter,True,174.0,54.0,normal_market,2026-05-10T06:22:38.358239
tomato,30,10.0,5,32,0.46,0.89,morning,summer,False,13.5,-16.5,clearance_low_freshness,2026-05-11T13:22:38.358259
apple,120,85.0,3,99,1.62,1.08,evening,summer,True,149.05,29.05,normal_market,2026-05-12T07:22:38.358280
onion,25,88.0,3,46,1.23,1.02,afternoon,monsoon,True,30.42,5.42,normal_market,2026-05-10T18:22:38.358303
apple,120,90.0,2,81,1.16,1.0,morning,summer,False,122.36,2.36,normal_market,2026-05-12T23:22:38.358326
onion,25,96.0,1,98,1.79,0.97,afternoon,summer,True,28.83,3.83,normal_market,2026-05-09T16:22:38.358349
mango,150,25.0,5,16,0.77,1.2,afternoon,monsoon,True,130.08,-19.92,temporary_market_spike,2026-05-09T22:22:38.358375
apple,120,95.0,1,106,1.79,1.07,afternoon,monsoon,True,151.73,31.73,normal_market,2026-05-12T01:22:38.358400
mango,150,10.0,6,79,0.44,1.15,evening,monsoon,False,88.35,-61.65,waste_prevention_discount,2026-05-11T17:22:38.358424
tomato,30,46.0,3,42,1.23,0.97,morning,summer,False,26.85,-3.15,normal_market,2026-05-12T16:22:38.358443
cabbage,28,100.0,0,89,1.66,0.92,morning,monsoon,True,31.89,3.89,weekend_peak_demand,2026-05-10T04:22:38.358461
potato,20,100.0,0,67,1.25,0.96,morning,summer,False,26.01,6.01,normal_market,2026-05-10T14:22:38.358480
onion,25,92.0,2,58,1.43,1.05,morning,summer,True,35.6,10.6,weekend_peak_demand,2026-05-10T00:22:38.358498
apple,120,90.0,2,59,1.64,1.03,morning,summer,False,174.0,54.0,normal_market,2026-05-09T19:22:38.358516
potato,20,94.0,2,33,1.39,0.91,afternoon,summer,False,23.54,3.54,normal_market,2026-05-09T16:22:38.358535
potato,20,97.0,1,8,1.62,0.96,afternoon,summer,True,29.0,9.0,scarcity_price_surge,2026-05-10T05:22:38.358556
banana,40,64.0,3,42,1.29,1.04,afternoon,summer,True,42.87,2.87,normal_market,2026-05-10T15:22:38.358577
onion,25,80.0,5,52,1.78,1.0,evening,winter,False,35.32,10.32,normal_market,2026-05-11T19:22:38.358597
potato,20,82.0,6,45,1.4,1.02,morning,winter,False,25.77,5.77,normal_market,2026-05-11T23:22:38.358616
mango,150,10.0,6,86,0.56,1.12,afternoon,winter,True,68.16,-81.84,waste_prevention_discount,2026-05-12T03:22:38.358635
carrot,35,90.0,1,35,1.29,1.0,morning,monsoon,False,45.14,10.14,normal_market,2026-05-12T01:22:38.358652
cabbage,28,92.0,1,28,1.39,1.12,evening,monsoon,True,40.6,12.6,normal_market,2026-05-12T00:22:38.358669
carrot,35,90.0,1,111,1.64,1.06,morning,summer,True,43.03,8.03,weekend_peak_demand,2026-05-10T05:22:38.358686
banana,40,52.0,4,53,1.22,1.17,afternoon,summer,True,43.1,3.1,normal_market,2026-05-09T06:22:38.358707
carrot,35,60.0,4,99,1.24,1.01,afternoon,summer,True,28.59,-6.41,normal_market,2026-05-10T18:22:38.358734
banana,40,64.0,3,118,1.14,1.15,evening,summer,True,40.24,0.24,normal_market,2026-05-10T02:22:38.358750
cabbage,28,84.0,2,77,1.33,0.88,afternoon,summer,False,29.46,1.46,normal_market,2026-05-10T22:22:38.358773
carrot,35,100.0,0,56,1.79,0.86,evening,winter,True,50.75,15.75,normal_market,2026-05-09T17:22:38.358788
onion,25,100.0,0,107,1.6,0.94,afternoon,winter,True,27.29,2.29,normal_market,2026-05-12T02:22:38.358801
onion,25,96.0,1,6,1.17,1.01,afternoon,winter,False,35.77,10.77,normal_market,2026-05-12T11:22:38.358814
onion,25,84.0,4,98,1.4,0.91,afternoon,summer,False,22.73,-2.27,normal_market,2026-05-12T20:22:38.358827
banana,40,100.0,0,47,1.76,1.13,evening,summer,True,58.0,18.0,normal_market,2026-05-12T20:22:38.358859
potato,20,85.0,5,40,1.58,1.02,morning,summer,True,27.54,7.54,weekend_peak_demand,2026-05-11T06:22:38.358872
apple,120,95.0,1,119,1.64,0.97,evening,summer,False,143.15,23.15,normal_market,2026-05-12T11:22:38.358885
onion,25,100.0,0,116,1.44,1.06,morning,monsoon,True,30.99,5.99,weekend_peak_demand,2026-05-10T10:22:38.358898
onion,25,76.0,6,58,1.29,0.92,evening,summer,True,27.87,2.87,normal_market,2026-05-10T20:22:38.358910
banana,40,64.0,3,56,1.09,1.11,evening,monsoon,True,46.69,6.69,normal_market,2026-05-11T21:22:38.358921
mango,150,70.0,2,36,1.21,1.03,evening,winter,True,175.6,25.6,normal_market,2026-05-12T21:22:38.358934
cabbage,28,84.0,2,25,1.2,1.07,evening,summer,True,37.32,9.32,normal_market,2026-05-12T03:22:38.358946
tomato,30,100.0,0,72,1.37,1.03,afternoon,winter,True,41.2,11.2,normal_market,2026-05-09T12:22:38.358959
onion,25,92.0,2,53,1.42,1.05,afternoon,summer,False,33.81,8.81,normal_market,2026-05-11T06:22:38.358971
banana,40,28.0,6,110,0.5,0.83,evening,summer,False,18.0,-22.0,waste_prevention_discount,2026-05-09T08:22:38.358982
mango,150,70.0,2,50,1.43,0.98,afternoon,monsoon,True,164.3,14.3,normal_market,2026-05-11T18:22:38.358995
cabbage,28,100.0,0,79,1.72,0.97,evening,summer,False,40.6,12.6,normal_market,2026-05-13T01:22:38.359011
mango,150,70.0,2,41,1.95,1.01,afternoon,winter,True,192.73,42.73,normal_market,2026-05-12T19:22:38.359023
tomato,30,46.0,3,54,1.31,0.82,morning,winter,False,23.21,-6.79,normal_market,2026-05-10T07:22:38.359034
potato,20,88.0,4,79,1.43,0.97,morning,monsoon,False,25.67,5.67,normal_market,2026-05-10T23:22:38.359046
potato,20,100.0,0,118,1.4,1.05,afternoon,summer,False,23.14,3.14,normal_market,2026-05-11T19:22:38.359058
onion,25,88.0,3,69,1.22,0.89,morning,monsoon,True,27.79,2.79,weekend_peak_demand,2026-05-09T17:22:38.359071
onion,25,100.0,0,65,1.59,0.98,morning,monsoon,False,36.25,11.25,normal_market,2026-05-12T12:22:38.359083
cabbage,28,84.0,2,82,1.4,1.07,afternoon,summer,False,29.94,1.94,normal_market,2026-05-11T15:22:38.359095
cabbage,28,100.0,0,117,2.0,1.07,morning,summer,False,40.24,12.24,normal_market,2026-05-12T20:22:38.359107
cabbage,28,92.0,1,80,1.62,1.03,morning,summer,False,40.6,12.6,normal_market,2026-05-11T21:22:38.359119
apple,120,90.0,2,105,1.55,1.02,afternoon,winter,True,132.13,12.13,normal_market,2026-05-11T05:22:38.359131
onion,25,76.0,6,118,1.41,1.12,afternoon,monsoon,False,26.61,1.61,normal_market,2026-05-10T09:22:38.359143
banana,40,40.0,5,29,0.86,1.12,evening,winter,False,36.15,-3.85,normal_market,2026-05-12T15:22:38.359169
carrot,35,100.0,0,34,1.74,0.92,morning,monsoon,False,49.58,14.58,normal_market,2026-05-09T06:22:38.359181
tomato,30,82.0,1,48,1.11,1.25,evening,winter,False,43.5,13.5,temporary_market_spike,2026-05-13T05:22:38.359193
tomato,30,100.0,0,70,1.46,1.14,afternoon,winter,False,43.5,13.5,normal_market,2026-05-11T05:22:38.359205
mango,150,100.0,0,61,2.2,1.08,morning,summer,False,217.5,67.5,normal_market,2026-05-10T18:22:38.359217
onion,25,96.0,1,90,1.27,1.11,afternoon,monsoon,True,28.83,3.83,normal_market,2026-05-10T23:22:38.359229
tomato,30,46.0,3,52,1.16,0.89,evening,monsoon,True,29.31,-0.69,normal_market,2026-05-09T21:22:38.359241
cabbage,28,68.0,4,5,1.33,1.0,evening,summer,True,37.3,9.3,normal_market,2026-05-09T22:22:38.359253
cabbage,28,60.0,5,82,1.26,0.98,afternoon,winter,False,26.33,-1.67,normal_market,2026-05-09T12:22:38.359265
tomato,30,46.0,3,84,1.1,1.03,afternoon,summer,False,21.45,-8.55,normal_market,2026-05-13T02:22:38.359277
carrot,35,50.0,5,104,0.9,1.03,evening,summer,False,26.32,-8.68,normal_market,2026-05-12T08:22:38.359289
carrot,35,40.0,6,34,0.73,1.07,afternoon,monsoon,False,26.84,-8.16,normal_market,2026-05-12T20:22:38.359300
onion,25,76.0,6,44,1.08,0.98,morning,winter,True,27.19,2.19,weekend_peak_demand,2026-05-10T20:22:38.359313
tomato,30,46.0,3,39,0.88,1.24,evening,winter,True,31.84,1.84,temporary_market_spike,2026-05-12T23:22:38.359325
banana,40,88.0,1,111,2.07,0.85,morning,summer,True,43.16,3.16,weekend_peak_demand,2026-05-10T16:22:38.359338
cabbage,28,52.0,6,82,1.79,0.88,morning,winter,True,26.76,-1.24,weekend_peak_demand,2026-05-12T18:22:38.359350
carrot,35,60.0,4,114,1.11,1.09,evening,winter,False,37.89,2.89,normal_market,2026-05-12T17:22:38.359362
banana,40,64.0,3,94,1.03,0.88,afternoon,monsoon,False,27.61,-12.39,normal_market,2026-05-10T18:22:38.359375
apple,120,100.0,0,96,1.94,1.1,evening,monsoon,True,174.0,54.0,normal_market,2026-05-11T21:22:38.359387
mango,150,85.0,1,36,1.28,1.05,afternoon,winter,False,186.95,36.95,normal_market,2026-05-10T13:22:38.359398
mango,150,85.0,1,110,1.6,1.0,morning,winter,True,166.87,16.87,weekend_peak_demand,2026-05-09T17:22:38.359410
onion,25,88.0,3,14,1.65,0.92,evening,monsoon,True,36.25,11.25,scarcity_price_surge,2026-05-11T00:22:38.359423
banana,40,64.0,3,64,1.53,0.99,morning,monsoon,False,45.69,5.69,normal_market,2026-05-10T03:22:38.359435
cabbage,28,52.0,6,97,1.15,1.07,morning,monsoon,False,23.29,-4.71,normal_market,2026-05-10T14:22:38.359447
apple,120,100.0,0,32,1.43,1.03,morning,winter,True,174.0,54.0,weekend_peak_demand,2026-05-10T10:22:38.359459
carrot,35,60.0,4,95,1.23,0.98,evening,winter,False,35.25,0.25,normal_market,2026-05-12T19:22:38.359471
mango,150,40.0,4,101,1.04,0.84,evening,winter,True,88.08,-61.92,normal_market,2026-05-09T12:22:38.359483
tomato,30,0,6,43,0.33,0.79,evening,summer,False,13.5,-16.5,clearance_low_freshness,2026-05-11T08:22:38.359497
apple,120,75.0,5,5,1.16,1.0,evening,summer,False,160.1,40.1,normal_market,2026-05-11T16:22:38.359509
potato,20,91.0,3,110,1.55,0.97,evening,winter,True,22.76,2.76,normal_market,2026-05-10T15:22:38.359521
apple,120,80.0,4,80,1.72,1.0,evening,monsoon,True,167.05,47.05,normal_market,2026-05-10T07:22:38.359533
apple,120,80.0,4,64,1.7,1.08,evening,winter,False,174.0,54.0,normal_market,2026-05-11T22:22:38.359545
apple,120,90.0,2,110,1.39,1.06,evening,summer,False,142.19,22.19,normal_market,2026-05-09T16:22:38.359556
carrot,35,40.0,6,31,0.85,1.11,evening,monsoon,True,31.25,-3.75,normal_market,2026-05-11T00:22:38.359569
banana,40,28.0,6,40,0.74,0.99,afternoon,monsoon,True,25.41,-14.59,normal_market,2026-05-10T09:22:38.359581
potato,20,97.0,1,40,1.26,0.96,morning,summer,False,25.62,5.62,normal_market,2026-05-12T17:22:38.359594
carrot,35,40.0,6,67,1.17,1.03,morning,summer,False,31.03,-3.97,normal_market,2026-05-13T05:22:38.359606
banana,40,100.0,0,22,2.15,0.96,morning,summer,True,58.0,18.0,weekend_peak_demand,2026-05-09T20:22:38.359618
apple,120,80.0,4,111,1.58,1.09,afternoon,winter,True,133.47,13.47,normal_market,2026-05-09T22:22:38.359630
cabbage,28,100.0,0,41,2.21,1.14,evening,winter,False,40.6,12.6,normal_market,2026-05-10T00:22:38.359642
potato,20,97.0,1,80,1.7,1.1,evening,summer,False,29.0,9.0,normal_market,2026-05-11T08:22:38.359654
mango,150,25.0,5,6,0.76,1.06,afternoon,winter,False,114.54,-35.46,normal_market,2026-05-11T01:22:38.359666
banana,40,88.0,1,5,1.91,1.1,morning,summer,True,58.0,18.0,scarcity_price_surge,2026-05-10T06:22:38.359681
onion,25,84.0,4,44,1.23,1.05,afternoon,winter,False,30.53,5.53,normal_market,2026-05-11T20:22:38.359695
tomato,30,82.0,1,31,1.82,1.19,morning,monsoon,True,43.5,13.5,weekend_peak_demand,2026-05-11T09:22:38.359707
mango,150,25.0,5,7,1.16,1.07,afternoon,summer,True,154.07,4.07,normal_market,2026-05-11T20:22:38.359719
mango,150,10.0,6,70,0.6,0.75,morning,monsoon,True,67.5,-82.5,weekend_peak_demand,2026-05-09T23:22:38.359743
apple,120,80.0,4,6,1.25,0.98,morning,winter,False,161.81,41.81,normal_market,2026-05-10T04:22:38.359759
mango,150,40.0,4,82,1.67,0.8,afternoon,summer,True,108.77,-41.23,normal_market,2026-05-11T21:22:38.359772
tomato,30,10.0,5,90,0.39,0.76,evening,winter,False,13.5,-16.5,waste_prevention_discount,2026-05-10T01:22:38.359784
mango,150,85.0,1,37,1.7,1.2,afternoon,monsoon,False,217.5,67.5,temporary_market_spike,2026-05-10T23:22:38.359797
banana,40,88.0,1,100,1.74,1.07,morning,monsoon,False,50.26,10.26,normal_market,2026-05-12T07:22:38.359809
onion,25,96.0,1,92,1.23,0.9,afternoon,summer,True,23.12,-1.88,normal_market,2026-05-11T16:22:38.359821
onion,25,84.0,4,58,1.56,0.97,morning,winter,True,32.36,7.36,weekend_peak_demand,2026-05-10T11:22:38.359833
mango,150,25.0,5,67,0.74,0.75,evening,winter,True,75.62,-74.38,normal_market,2026-05-11T12:22:38.359845
banana,40,52.0,4,12,1.17,1.01,afternoon,monsoon,True,42.19,2.19,normal_market,2026-05-09T19:22:38.359857
tomato,30,0,6,64,0.46,1.17,evening,winter,True,15.88,-14.12,clearance_low_freshness,2026-05-12T15:22:38.359870
potato,20,85.0,5,55,1.53,0.96,afternoon,summer,False,24.37,4.37,normal_market,2026-05-12T11:22:38.359882
apple,120,100.0,0,111,1.61,0.97,afternoon,winter,True,135.5,15.5,normal_market,2026-05-10T20:22:38.359895
mango,150,55.0,3,21,1.51,1.14,evening,winter,True,188.45,38.45,normal_market,2026-05-12T22:22:38.359907
cabbage,28,84.0,2,52,1.27,1.13,afternoon,summer,True,37.21,9.21,normal_market,2026-05-12T00:22:38.359919
cabbage,28,100.0,0,20,1.6,1.06,evening,winter,True,40.6,12.6,normal_market,2026-05-12T19:22:38.359929
apple,120,100.0,0,68,1.49,1.02,morning,summer,True,174.0,54.0,weekend_peak_demand,2026-05-11T05:22:38.359940
banana,40,88.0,1,71,1.22,1.14,evening,monsoon,False,58.0,18.0,normal_market,2026-05-10T00:22:38.359950
banana,40,40.0,5,15,1.1,0.95,morning,summer,True,36.86,-3.14,weekend_peak_demand,2026-05-12T20:22:38.359960
potato,20,97.0,1,57,1.76,0.94,afternoon,monsoon,True,27.22,7.22,normal_market,2026-05-13T05:22:38.359971
carrot,35,60.0,4,108,1.46,1.08,evening,winter,False,41.36,6.36,normal_market,2026-05-10T00:22:38.359981
potato,20,85.0,5,26,1.1,0.93,afternoon,summer,False,20.98,0.98,normal_market,2026-05-11T09:22:38.359992
cabbage,28,60.0,5,115,1.88,0.97,morning,winter,False,32.09,4.09,normal_market,2026-05-10T18:22:38.360002
carrot,35,40.0,6,111,0.97,1.1,evening,summer,False,26.36,-8.64,normal_market,2026-05-12T18:22:38.360012
tomato,30,0,6,83,0.54,1.24,afternoon,monsoon,True,15.51,-14.49,waste_prevention_discount,2026-05-12T11:22:38.360023
banana,40,64.0,3,117,1.47,1.01,afternoon,monsoon,True,35.83,-4.17,normal_market,2026-05-09T20:22:38.360037
carrot,35,40.0,6,119,1.06,1.06,evening,monsoon,True,26.09,-8.91,normal_market,2026-05-12T13:22:38.360048
tomato,30,10.0,5,37,0.63,0.85,morning,winter,True,13.57,-16.43,weekend_peak_demand,2026-05-11T03:22:38.360060
potato,20,94.0,2,9,1.68,0.92,evening,monsoon,True,29.0,9.0,scarcity_price_surge,2026-05-10T14:22:38.360072
onion,25,100.0,0,90,1.27,1.01,afternoon,winter,False,26.86,1.86,normal_market,2026-05-10T19:22:38.360083
cabbage,28,60.0,5,117,1.34,1.13,evening,winter,False,33.52,5.52,normal_market,2026-05-10T01:22:38.360095
apple,120,90.0,2,6,1.29,1.1,morning,summer,False,174.0,54.0,normal_market,2026-05-09T23:22:38.360111
tomato,30,10.0,5,9,0.36,1.23,afternoon,winter,False,19.54,-10.46,temporary_market_spike,2026-05-11T09:22:38.360122
cabbage,28,52.0,6,31,0.92,0.94,evening,summer,False,23.97,-4.03,normal_market,2026-05-09T21:22:38.360134
apple,120,100.0,0,15,2.0,0.93,evening,summer,True,174.0,54.0,scarcity_price_surge,2026-05-11T19:22:38.360146
banana,40,64.0,3,6,1.24,0.82,morning,monsoon,False,40.25,0.25,normal_market,2026-05-10T06:22:38.360158
cabbage,28,68.0,4,19,1.43,0.99,morning,monsoon,False,36.88,8.88,normal_market,2026-05-11T16:22:38.360170
tomato,30,0,6,82,0.57,0.96,morning,monsoon,True,13.5,-16.5,waste_prevention_discount,2026-05-13T02:22:38.360181
cabbage,28,60.0,5,26,1.41,0.93,morning,monsoon,False,28.25,0.25,normal_market,2026-05-10T06:22:38.360192
carrot,35,80.0,2,83,1.79,0.93,morning,winter,False,43.36,8.36,normal_market,2026-05-12T04:22:38.360204
tomato,30,28.0,4,78,0.61,0.98,morning,winter,True,18.97,-11.03,waste_prevention_discount,2026-05-10T07:22:38.360217
banana,40,76.0,2,36,1.26,0.83,evening,winter,True,39.89,-0.11,normal_market,2026-05-13T04:22:38.360227
carrot,35,100.0,0,114,1.57,1.07,morning,monsoon,False,45.31,10.31,normal_market,2026-05-12T12:22:38.360238
tomato,30,46.0,3,76,0.99,0.77,evening,winter,False,20.45,-9.55,normal_market,2026-05-10T02:22:38.360250
mango,150,85.0,1,104,2.56,0.81,afternoon,summer,True,188.98,38.98,normal_market,2026-05-11T07:22:38.360262
carrot,35,50.0,5,119,1.25,1.15,evening,summer,True,32.57,-2.43,normal_market,2026-05-10T06:22:38.360274
cabbage,28,84.0,2,44,1.73,0.91,morning,summer,False,35.48,7.48,normal_market,2026-05-12T03:22:38.360285
banana,40,64.0,3,81,1.39,0.84,morning,winter,True,30.63,-9.37,weekend_peak_demand,2026-05-10T07:22:38.360297
cabbage,28,92.0,1,90,1.71,1.02,morning,summer,True,34.12,6.12,weekend_peak_demand,2026-05-12T19:22:38.360309
apple,120,100.0,0,23,1.47,1.06,afternoon,monsoon,True,174.0,54.0,normal_market,2026-05-09T19:22:38.360320
apple,120,95.0,1,107,1.65,1.05,afternoon,summer,True,143.84,23.84,normal_market,2026-05-11T06:22:38.360332
banana,40,76.0,2,15,1.52,1.15,morning,winter,False,58.0,18.0,normal_market,2026-05-10T22:22:38.360343
apple,120,90.0,2,40,1.53,0.98,morning,summer,False,161.72,41.72,normal_market,2026-05-13T01:22:38.360354
potato,20,82.0,6,95,1.73,1.08,evening,winter,False,25.04,5.04,normal_market,2026-05-12T05:22:38.360366
tomato,30,100.0,0,74,1.45,1.15,afternoon,summer,True,43.5,13.5,normal_market,2026-05-11T13:22:38.360377
potato,20,100.0,0,30,1.57,0.93,afternoon,monsoon,True,26.14,6.14,normal_market,2026-05-11T20:22:38.360389
apple,120,80.0,4,11,1.45,0.93,afternoon,summer,False,154.41,34.41,normal_market,2026-05-13T05:22:38.360400
carrot,35,80.0,2,48,1.63,0.94,afternoon,winter,False,48.93,13.93,normal_market,2026-05-11T13:22:38.360412
